zone,index,page,category,confidence,rationale,topics,topic_count,needs_review,mixed_flag
Zone 4A,141,96,Neutral,high,unsure,Unclear or neutral,1,no,no
Zone 4A,142,96,Against proposed Zoning Changes,high,opposes higher denser development,Density,1,no,no
Zone 4A,143,96,Against proposed Zoning Changes,high,strongly opposes parking reductions,Parking,1,no,no
Zone 4A,144,96,Against proposed Zoning Changes,high,wants more parking not less,Parking,1,no,no
Zone 4A,145,96,Against proposed Zoning Changes,high,opposes height and parking changes,Parking; Building height,2,no,no
Zone 4A,146,96,Against proposed Zoning Changes,high,does not agree,General support,1,no,no
Zone 4A,147,96,Against proposed Zoning Changes,medium,questions density and infrastructure,Density; Schools and infrastructure,2,yes,no
Zone 4A,148,96,Against proposed Zoning Changes,high,wants less density and larger lots,Density,1,no,no
Zone 4A,149,96,Against proposed Zoning Changes,high,says proposal goes too far,General opposition,1,no,no
Zone 4A,150,96,Against proposed Zoning Changes,medium,wants stricter parking requirements,Parking,1,yes,no
Zone 4A,151,97,Against proposed Zoning Changes,high,rejects density setbacks parking and height,Parking; Building height; Density,3,no,no
Zone 4A,152,97,Neutral,medium,appreciates goal but stance unclear,Conditional or mixed response,1,yes,yes
Zone 4A,153,97,Against proposed Zoning Changes,high,cites lack of parking,Parking,1,no,no
Zone 4A,154,97,Against proposed Zoning Changes,high,states disagreement,General opposition,1,no,no
Zone 4A,155,97,Against proposed Zoning Changes,high,explicitly opposes it,General opposition,1,no,no
Zone 4A,156,97,Against proposed Zoning Changes,high,does not approve,General opposition,1,no,no
Zone 4A,157,97,Against proposed Zoning Changes,high,says not a good idea as written,Conditional or mixed response,1,no,yes
Zone 4A,158,97,Against proposed Zoning Changes,high,opposes more apartments,Density; Conditional or mixed response,2,no,yes
Zone 4A,159,97,Against proposed Zoning Changes,high,opposes reducing parking,Parking,1,no,no
Zone 4A,160,97,Against proposed Zoning Changes,high,opposes added congestion,Traffic and safety,1,no,no
Zone 4A,161,97,In Favor of proposed Zoning Changes,high,wants even taller buildings,Building height,1,no,no
Zone 4A,162,97,Against proposed Zoning Changes,high,rejects parking amendment,Parking,1,no,no
Zone 4A,163,97,Against proposed Zoning Changes,high,opposes over three stories and parking changes,Parking; Building height,2,no,no
Zone 4A,164,97,Against proposed Zoning Changes,high,not in favor of zoning changes,General opposition,1,no,no
Zone 4A,165,97,Against proposed Zoning Changes,high,does not approve,General opposition,1,no,no
Zone 4A,166,97,Against proposed Zoning Changes,high,calls scope too expansive,General opposition,1,no,no
Zone 4A,167,97,Against proposed Zoning Changes,high,against the plans,General opposition,1,no,no
Zone 4A,168,97,In Favor of proposed Zoning Changes,high,agrees,General support,1,no,no
Zone 4A,169,97,Against proposed Zoning Changes,medium,accepts some housing but flags height and parking,Parking; Building height; Conditional or mixed response,3,yes,yes
Zone 4A,170,97,Against proposed Zoning Changes,high,opposes making parking harder,Parking,1,no,no
Zone 4A,171,97,Against proposed Zoning Changes,high,opposes over three stories and reduced parking,Parking; Building height,2,no,no
Zone 4A,172,97,In Favor of proposed Zoning Changes,medium,likes idea with rent caveat,General support,1,yes,no
Zone 4A,173,97,In Favor of proposed Zoning Changes,high,says good,General support,1,no,no
Zone 4A,174,97,Against proposed Zoning Changes,high,says changes harm neighborhood culture,Neighborhood character,1,no,no
Zone 4A,175,97,Against proposed Zoning Changes,high,hates overcrowding and no parking,Parking,1,no,no
Zone 4A,176,97,Against proposed Zoning Changes,high,opposes four stories and parking reduction,Parking; Building height,2,no,no
Zone 4A,177,97,In Favor of proposed Zoning Changes,medium,supports downtown development with parking priority,Parking,1,yes,no
Zone 4A,178,98,In Favor of proposed Zoning Changes,high,wants expansion even more,General support,1,no,no
Zone 4A,179,98,In Favor of proposed Zoning Changes,high,explicit support,General support,1,no,no
Zone 4A,180,98,Against proposed Zoning Changes,high,opposes added density and parking impacts,Parking; Density,2,no,no
Zone 4A,181,98,In Favor of proposed Zoning Changes,high,agrees with housing and parking changes,Parking,1,no,no
Zone 4A,182,98,In Favor of proposed Zoning Changes,high,supports cottage and rowhouse by right,General support,1,no,no
Zone 4A,183,98,Against proposed Zoning Changes,high,opposes tall buildings without parking,Parking; Building height,2,no,no
Zone 4A,184,98,Against proposed Zoning Changes,medium,supports people but rejects traffic and parking cost,Parking; Traffic and safety; Conditional or mixed response,3,yes,yes
Zone 4A,185,98,In Favor of proposed Zoning Changes,high,wants more housing and fewer constraints,Transit and walkability,1,no,no
Zone 4A,186,98,Against proposed Zoning Changes,medium,calls parking reduction unrealistic,Parking,1,yes,no
Zone 4A,187,98,In Favor of proposed Zoning Changes,high,wants even more,General support,1,no,no
Zone 4A,188,98,Against proposed Zoning Changes,medium,criticizes pro change agenda,General opposition,1,yes,no
Zone 4A,189,98,Against proposed Zoning Changes,high,bad idea no more density,Density,1,no,no
Zone 4A,190,98,Against proposed Zoning Changes,high,repeated rejection,General opposition,1,no,no
Zone 4A,191,98,Neutral,high,non substantive response,Unclear or neutral,1,no,no
Zone 4A,192,98,Against proposed Zoning Changes,high,opposes parking reduction,Parking,1,no,no
Zone 4A,193,98,Neutral,low,refers to unavailable prior comments,Unclear or neutral,1,yes,no
Zone 4A,194,98,Against proposed Zoning Changes,high,strongly disagrees with change,General opposition,1,no,no
Zone 4A,195,98,In Favor of proposed Zoning Changes,high,supports proposed changes,General support,1,no,no
Zone 4A,196,98,Against proposed Zoning Changes,medium,supports housing but rejects parking elimination,Parking; Conditional or mixed response,2,yes,yes
Zone 4A,197,98,In Favor of proposed Zoning Changes,high,praises overall approach,General support,1,no,no
Zone 4A,198,98,Against proposed Zoning Changes,high,opposes apartments fourth story and parking reduction,Parking; Building height; Density; Conditional or mixed response,4,no,yes
Zone 4A,199,99,Against proposed Zoning Changes,high,opposes parking reduction and height,Parking; Building height,2,no,no
Zone 4A,200,99,In Favor of proposed Zoning Changes,medium,says seems fine,General support,1,yes,no
Zone 4A,201,99,Against proposed Zoning Changes,high,opposes ADUs fourth floor and parking reduction,Parking,1,no,no
Zone 4A,202,99,Against proposed Zoning Changes,high,opposes height and crowding,Building height,1,no,no
Zone 4A,203,99,Against proposed Zoning Changes,high,Opposes more rentals and ADUs,General opposition,1,no,no
Zone 4A,204,99,In Favor of proposed Zoning Changes,high,Loves change and apartment building,Density; Conditional or mixed response,2,no,yes
Zone 4A,205,99,Against proposed Zoning Changes,high,Says not needed,General opposition,1,no,no
Zone 4A,206,99,Against proposed Zoning Changes,high,Opposes reduced parking,Parking,1,no,no
Zone 4A,207,99,Against proposed Zoning Changes,high,Rejects reduced parking and apartments,Parking; Density; Conditional or mixed response,3,no,yes
Zone 4A,208,99,In Favor of proposed Zoning Changes,high,Supports greater height density and parking changes,Parking; Building height; Density,3,no,no
Zone 4A,209,99,Neutral,low,Asks about row homes,Unclear or neutral,1,yes,no
Zone 4A,210,99,Against proposed Zoning Changes,high,Calls to reduce density,Density,1,no,no
Zone 4A,211,100,Against proposed Zoning Changes,high,Says keep existing zoning,General opposition,1,no,no
Zone 4A,212,100,Against proposed Zoning Changes,high,Rejects high density and low income housing,Density,1,no,no
Zone 4A,213,100,Against proposed Zoning Changes,high,Does not support apartments and row homes,Density; Conditional or mixed response,2,no,yes
Zone 4A,214,100,Against proposed Zoning Changes,high,Calls changes disastrous,General opposition,1,no,no
Zone 4A,215,100,Against proposed Zoning Changes,high,Rejects row houses and less parking,Parking,1,no,no
Zone 4A,216,100,Against proposed Zoning Changes,high,Says zoning proposals worsen problems,General opposition,1,no,no
Zone 4A,217,100,Against proposed Zoning Changes,high,Opposes height and parking assumptions,Parking; Building height,2,no,no
Zone 4A,218,101,Against proposed Zoning Changes,medium,Opposes high rise and stresses parking,Parking,1,yes,no
Zone 4A,219,101,Against proposed Zoning Changes,medium,Rejects apartments by right and parking reduction,Parking; Density; Conditional or mixed response,3,yes,yes
Zone 4A,220,101,Against proposed Zoning Changes,high,Says changes should be rejected,General opposition,1,no,no
Zone 4A,221,101,Against proposed Zoning Changes,medium,Questions process and added stories,Building height; Process and trust,2,yes,no
Zone 4A,222,101,Against proposed Zoning Changes,high,Rejects four stories and parking reduction,Parking; Building height,2,no,no
Zone 4A,223,101,Against proposed Zoning Changes,medium,Refers to prior opposition,General opposition,1,yes,no
Zone 4A,224,101,Against proposed Zoning Changes,high,Thumbs down,General opposition,1,no,no
Zone 4A,225,101,Against proposed Zoning Changes,high,Says no credibility,General opposition,1,no,no
Zone 4A,226,101,Against proposed Zoning Changes,high,Too much risk for little benefit,General opposition,1,no,no
Zone 4A,227,101,Against proposed Zoning Changes,high,Opposes apartments and tall buildings,Building height; Density; Conditional or mixed response,3,no,yes
Zone 4A,228,101,Against proposed Zoning Changes,high,Rejects height and parking reduction,Parking; Building height,2,no,no
Zone 4A,229,102,Against proposed Zoning Changes,medium,Opposes reducing required parking,Parking,1,yes,no
Zone 4A,230,102,In Favor of proposed Zoning Changes,high,Says more housing is great,General support,1,no,no
Zone 4A,231,102,Against proposed Zoning Changes,high,Rejects parking reduction and fourth story,Parking; Building height,2,no,no
Zone 4A,232,102,In Favor of proposed Zoning Changes,high,Says proposal sounds great,General support,1,no,no
Zone 4A,233,102,In Favor of proposed Zoning Changes,high,Calls changes good,General support,1,no,no
Zone 4A,234,102,Against proposed Zoning Changes,high,Says no changes keep present code,General opposition,1,no,no
Zone 4A,235,102,Against proposed Zoning Changes,medium,Not a fan,General opposition,1,yes,no
Zone 4A,236,102,Against proposed Zoning Changes,medium,Challenges SEPTA based parking reduction,Parking; Transit and walkability,2,yes,no
Zone 4A,237,102,Against proposed Zoning Changes,high,Says it ruins character,Neighborhood character,1,no,no
Zone 4A,238,102,In Favor of proposed Zoning Changes,medium,Would support with concerns,General support,1,yes,no
Zone 4A,239,102,In Favor of proposed Zoning Changes,medium,Says it makes sense,General support,1,yes,no
Zone 4A,240,102,Against proposed Zoning Changes,high,Rejects height and parking reduction,Parking; Building height,2,no,no
Zone 4A,241,102,Against proposed Zoning Changes,high,Says no,General opposition,1,no,no
Zone 4A,242,102,Against proposed Zoning Changes,high,Says bad idea,General opposition,1,no,no
Zone 4A,243,102,Against proposed Zoning Changes,high,Rejects more density,Density,1,no,no
Zone 4A,244,102,Against proposed Zoning Changes,medium,Refers to prior opposition,General opposition,1,yes,no
Zone 4A,245,102,Against proposed Zoning Changes,high,Rejects four stories and less parking,Parking; Building height,2,no,no
Zone 4A,246,102,In Favor of proposed Zoning Changes,high,Strongly supports proposal,General support,1,no,no
Zone 4A,247,102,Against proposed Zoning Changes,high,Calls it ridiculous,General opposition,1,no,no
Zone 4A,248,102,Against proposed Zoning Changes,high,Says leave rest alone,General opposition,1,no,no
Zone 4A,249,102,Against proposed Zoning Changes,high,Opposes big apartment buildings,Density; Conditional or mixed response,2,no,yes
Zone 4A,250,103,Against proposed Zoning Changes,high,Rejects parking reductions coverage and density,Parking; Density; Green space and stormwater,3,no,no
Zone 4A,251,103,Against proposed Zoning Changes,high,Says parking change is bad idea,Parking,1,no,no
Zone 4A,252,103,Against proposed Zoning Changes,high,Calls proposal absurd,General opposition,1,no,no
Zone 4A,253,103,Against proposed Zoning Changes,high,Opposes fourth story,Building height,1,no,no
Zone 4A,254,103,Against proposed Zoning Changes,medium,Supports some types but rejects core elements,Conditional or mixed response,1,yes,yes
Zone 4A,255,103,In Favor of proposed Zoning Changes,high,Says yes,General support,1,no,no
Zone 4A,256,103,In Favor of proposed Zoning Changes,high,Agrees with changes,General support,1,no,no
Zone 4A,257,103,Against proposed Zoning Changes,high,Says against it,General opposition,1,no,no
Zone 4A,258,103,In Favor of proposed Zoning Changes,high,Supports changes and parking requirements,Parking,1,no,no
Zone 4A,259,103,Against proposed Zoning Changes,high,Strongly against proposal,General opposition,1,no,no
Zone 4A,260,103,Against proposed Zoning Changes,high,Not in favor,General opposition,1,no,no
Zone 4A,261,103,Against proposed Zoning Changes,high,Opposes height bonus and impact,Building height; Affordable housing,2,no,no
Zone 4A,262,103,Against proposed Zoning Changes,high,Wants developers outside borough,Developer incentives,1,no,no
Zone 4A,263,103,Against proposed Zoning Changes,high,Calls it terrible,General opposition,1,no,no
Zone 4A,264,103,Against proposed Zoning Changes,medium,Prefers rebuilding businesses first,Transit and walkability,1,yes,no
Zone 4A,265,103,Against proposed Zoning Changes,high,Opposes parking choice and more housing,Parking,1,no,no
Zone 4A,266,103,Against proposed Zoning Changes,medium,Concerned about parking plan,Parking,1,yes,no
Zone 4A,267,103,Against proposed Zoning Changes,high,Disagrees and calls it terrible,General opposition,1,no,no
Zone 4A,268,103,Neutral,medium,Unsure depends on height,Building height,1,yes,no
Zone 4A,269,103,Against proposed Zoning Changes,high,Calls it nonsense,General opposition,1,no,no
Zone 4A,270,103,Neutral,high,Blank response,Unclear or neutral,1,no,no
Zone 4A,271,103,Neutral,medium,Asks what parking reduction means,Parking,1,yes,no
Zone 4A,272,103,Against proposed Zoning Changes,high,Rejects density and parking reduction,Parking; Density,2,no,no
Zone 4A,273,103,Against proposed Zoning Changes,high,Opposes spot zoning and reduced parking,Parking,1,no,no
Zone 4A,274,103,In Favor of proposed Zoning Changes,medium,Generally agrees,General support,1,yes,no
Zone 4A,275,103,In Favor of proposed Zoning Changes,high,Likes the idea,General support,1,no,no
Zone 4A,276,103,Against proposed Zoning Changes,medium,Not impressed,General opposition,1,yes,no
Zone 4A,277,104,Against proposed Zoning Changes,high,Wants current height and fewer apartments,Building height; Density; Conditional or mixed response,3,no,yes
Zone 4A,278,104,Against proposed Zoning Changes,high,Rejects four stories and apartments,Building height; Density; Conditional or mixed response,3,no,yes
Zone 4A,279,104,In Favor of proposed Zoning Changes,medium,Says ok,General support,1,yes,no
Zone 4A,280,104,Against proposed Zoning Changes,high,Says proposal benefits developers,Developer incentives,1,no,no
Zone 4A,281,104,Against proposed Zoning Changes,high,Does not support changes,General support,1,no,no
Zone 4A,282,104,In Favor of proposed Zoning Changes,high,Full support,General support,1,no,no
Zone 4A,283,104,Against proposed Zoning Changes,medium,Rejects affordable housing recommendation,Affordable housing,1,yes,no
Zone 4A,284,104,Against proposed Zoning Changes,medium,Supports density but rejects parking change,Parking; Density; Conditional or mixed response,3,yes,yes
Zone 4A,285,104,Against proposed Zoning Changes,high,Rejects SEPTA and parking assumptions,Parking; Transit and walkability,2,no,no
Zone 4A,286,104,Against proposed Zoning Changes,high,Urges rejecting proposals,General opposition,1,no,no
